record_ID,week,store_id,units_sold
112,17/01/11,8023,59
113,17/01/11,8023,32
114,17/01/11,8023,51
115,17/01/11,8023,112
116,17/01/11,8023,32
117,17/01/11,8023,54
119,17/01/11,8023,14
120,17/01/11,8058,104
121,17/01/11,8058,107
123,17/01/11,8058,25
124,17/01/11,8058,43
125,17/01/11,8058,82
128,17/01/11,8058,84
129,17/01/11,8058,51
130,17/01/11,8058,24
131,17/01/11,8058,173
132,17/01/11,8058,22
133,17/01/11,8058,12
134,17/01/11,8058,50
135,17/01/11,8058,42
138,17/01/11,8058,31
139,17/01/11,8058,41
143,17/01/11,8222,101
144,17/01/11,8222,76
145,17/01/11,8222,52
146,17/01/11,8222,8
148,17/01/11,8222,74
149,17/01/11,8222,50
150,17/01/11,8222,148
152,17/01/11,8222,77
153,17/01/11,8222,43
154,17/01/11,8222,332
155,17/01/11,8222,31
156,17/01/11,8222,13
158,17/01/11,8222,80
159,17/01/11,8222,77
161,17/01/11,8222,23
162,17/01/11,8222,51
163,17/01/11,8222,65
165,17/01/11,8222,19
168,17/01/11,8121,61
172,17/01/11,8121,25
173,17/01/11,8121,46
174,17/01/11,8121,18
175,17/01/11,8121,33
176,17/01/11,8121,23
177,17/01/11,8121,34
178,17/01/11,8121,53
179,17/01/11,8121,20
180,17/01/11,8121,55
181,17/01/11,8121,26
182,17/01/11,8121,13
184,17/01/11,8121,22
185,17/01/11,8121,44
186,17/01/11,8121,60
187,17/01/11,8121,17
188,17/01/11,8121,30
189,17/01/11,8121,26
190,17/01/11,8218,49
191,17/01/11,8218,46
193,17/01/11,8218,18
194,17/01/11,8218,18
195,17/01/11,8218,17
196,17/01/11,8218,3
199,17/01/11,8218,31
200,17/01/11,8218,30
201,17/01/11,8218,10
202,17/01/11,8218,14
205,17/01/11,8218,31
206,17/01/11,8218,30
209,17/01/11,8218,24
212,17/01/11,8317,22
213,17/01/11,8317,39
216,17/01/11,8317,19
217,17/01/11,8317,68
218,17/01/11,8317,74
219,17/01/11,8317,14
222,17/01/11,8317,172
223,17/01/11,8317,40
224,17/01/11,8317,156
225,17/01/11,8317,91
226,17/01/11,8317,76
228,17/01/11,8317,97
229,17/01/11,8317,50
230,17/01/11,8317,84
231,17/01/11,8317,18
232,17/01/11,8317,21
233,17/01/11,8317,42
235,17/01/11,8317,37
236,17/01/11,8317,15
237,17/01/11,8317,30
240,17/01/11,8319,11
241,17/01/11,8319,31
242,17/01/11,8319,26
244,17/01/11,8319,56
245,17/01/11,8319,42
246,17/01/11,8319,38
247,17/01/11,8319,12
248,17/01/11,8319,8
249,17/01/11,8319,18
252,17/01/11,8319,13
257,17/01/11,8392,2
258,17/01/11,8392,15
259,17/01/11,8392,42
260,17/01/11,8392,29
261,17/01/11,8392,11
263,17/01/11,8392,19
264,17/01/11,8392,11
265,17/01/11,8392,20
268,17/01/11,8392,4
269,17/01/11,8392,14
272,17/01/11,8392,2
273,17/01/11,8398,103
274,17/01/11,8398,90
275,17/01/11,8398,29
277,17/01/11,8398,44
278,17/01/11,8398,53
279,17/01/11,8398,85
282,17/01/11,8398,63
283,17/01/11,8398,33
284,17/01/11,8398,145
285,17/01/11,8398,9
287,17/01/11,8398,67
288,17/01/11,8398,53
289,17/01/11,8398,32
290,17/01/11,8398,25
291,17/01/11,8398,37
292,17/01/11,8398,69
293,17/01/11,8398,6
295,17/01/11,8400,44
296,17/01/11,8400,41
297,17/01/11,8400,28
299,17/01/11,8400,29
300,17/01/11,8400,44
301,17/01/11,8400,66
305,17/01/11,8400,29
306,17/01/11,8400,38
307,17/01/11,8400,104
308,17/01/11,8400,34
309,17/01/11,8400,99
310,17/01/11,8400,76
311,17/01/11,8400,15
313,17/01/11,8400,46
314,17/01/11,8422,51
315,17/01/11,8422,65
318,17/01/11,8422,19
319,17/01/11,8422,28
323,17/01/11,8422,78
324,17/01/11,8422,34
325,17/01/11,8422,64
326,17/01/11,8422,46
327,17/01/11,8422,52
328,17/01/11,8422,43
329,17/01/11,8422,36
330,17/01/11,8422,96
332,17/01/11,8422,14
333,17/01/11,8422,18
336,17/01/11,8438,98
337,17/01/11,8438,67
338,17/01/11,8438,21
340,17/01/11,8438,31
341,17/01/11,8438,47
342,17/01/11,8438,48
343,17/01/11,8438,21
344,17/01/11,8438,28
345,17/01/11,8438,50
346,17/01/11,8438,109
347,17/01/11,8438,46
348,17/01/11,8438,57
349,17/01/11,8438,38
350,17/01/11,8438,37
352,17/01/11,8438,33
353,17/01/11,8438,62
354,17/01/11,8438,137
355,17/01/11,8438,20
356,17/01/11,8438,35
357,17/01/11,8438,53
358,17/01/11,8438,22
360,17/01/11,8555,30
361,17/01/11,8555,17
365,17/01/11,8555,11
366,17/01/11,8555,27
370,17/01/11,8555,25
371,17/01/11,8555,7
372,17/01/11,8555,31
375,17/01/11,8555,24
376,17/01/11,8555,43
379,17/01/11,8555,9
380,17/01/11,8562,118
381,17/01/11,8562,96
382,17/01/11,8562,23
384,17/01/11,8562,36
385,17/01/11,8562,49
386,17/01/11,8562,125
390,17/01/11,8562,103
391,17/01/11,8562,107
392,17/01/11,8562,169
393,17/01/11,8562,31
394,17/01/11,8562,16
395,17/01/11,8562,48
396,17/01/11,8562,73
397,17/01/11,8562,61
398,17/01/11,8562,10
399,17/01/11,8562,36
400,17/01/11,8562,81
402,17/01/11,8562,20
407,17/01/11,8869,98
408,17/01/11,8869,101
409,17/01/11,8869,22
412,17/01/11,8869,35
413,17/01/11,8869,47
414,17/01/11,8869,143
415,17/01/11,8869,44
418,17/01/11,8869,48
419,17/01/11,8869,46
420,17/01/11,8869,151
423,17/01/11,8869,73
424,17/01/11,8869,35
425,17/01/11,8869,30
427,17/01/11,8869,35
428,17/01/11,8869,54
429,17/01/11,8869,28
431,17/01/11,8991,78
432,17/01/11,8991,100
433,17/01/11,8991,79
435,17/01/11,8991,30
436,17/01/11,8991,24
437,17/01/11,8991,44
438,17/01/11,8991,18
439,17/01/11,8991,18
440,17/01/11,8991,27
441,17/01/11,8991,81
442,17/01/11,8991,38
443,17/01/11,8991,57
444,17/01/11,8991,48
445,17/01/11,8991,32
446,17/01/11,8991,54
447,17/01/11,8991,46
448,17/01/11,8991,113
449,17/01/11,8991,24
450,17/01/11,8991,21
451,17/01/11,8991,37
452,17/01/11,8991,14
453,17/01/11,8991,15
455,17/01/11,8991,23
456,17/01/11,8911,42
457,17/01/11,8911,49
459,17/01/11,8911,9
460,17/01/11,8911,21
461,17/01/11,8911,29
462,17/01/11,8911,23
464,17/01/11,8911,28
465,17/01/11,8911,42
466,17/01/11,8911,15
467,17/01/11,8911,31
468,17/01/11,8911,24
469,17/01/11,8911,38
470,17/01/11,8911,31
472,17/01/11,8911,20
473,17/01/11,8911,18
474,17/01/11,9001,14
482,17/01/11,9001,29
486,17/01/11,9043,66
487,17/01/11,9043,84
488,17/01/11,9043,35
490,17/01/11,9043,32
491,17/01/11,9043,30
492,17/01/11,9043,48
494,17/01/11,9043,21
495,17/01/11,9043,15
496,17/01/11,9043,71
497,17/01/11,9043,11
499,17/01/11,9043,40
500,17/01/11,9043,29
501,17/01/11,9043,23
504,17/01/11,9043,48
506,17/01/11,9043,17
507,17/01/11,9092,60
508,17/01/11,9092,34
509,17/01/11,9092,14
510,17/01/11,9092,21
511,17/01/11,9092,31
512,17/01/11,9092,10
513,17/01/11,9092,65
514,17/01/11,9092,32
515,17/01/11,9092,50
516,17/01/11,9092,31
517,17/01/11,9092,29
518,17/01/11,9092,45
519,17/01/11,9092,39
520,17/01/11,9092,34
521,17/01/11,9092,12
522,17/01/11,9092,39
523,17/01/11,9092,55
526,17/01/11,9092,10
527,17/01/11,9092,25
528,17/01/11,9112,180
529,17/01/11,9112,173
530,17/01/11,9112,85
533,17/01/11,9112,33
534,17/01/11,9112,104
535,17/01/11,9112,154
538,17/01/11,9112,98
539,17/01/11,9112,148
540,17/01/11,9112,82
541,17/01/11,9112,279
542,17/01/11,9112,47
546,17/01/11,9112,72
547,17/01/11,9112,83
548,17/01/11,9112,58
550,17/01/11,9112,41
551,17/01/11,9112,68
553,17/01/11,9112,9
554,17/01/11,9112,10
556,17/01/11,9132,35
558,17/01/11,9132,13
559,17/01/11,9132,18
561,17/01/11,9132,26
563,17/01/11,9132,33
564,17/01/11,9132,9
565,17/01/11,9132,15
566,17/01/11,9132,14
567,17/01/11,9132,90
568,17/01/11,9132,135
574,17/01/11,9147,89
575,17/01/11,9147,68
576,17/01/11,9147,43
578,17/01/11,9147,51
579,17/01/11,9147,46
580,17/01/11,9147,110
584,17/01/11,9147,58
585,17/01/11,9147,32
586,17/01/11,9147,56
589,17/01/11,9147,57
590,17/01/11,9147,42
592,17/01/11,9147,19
594,17/01/11,9147,57
595,17/01/11,9147,4
597,17/01/11,9164,105
598,17/01/11,9164,108
599,17/01/11,9164,49
600,17/01/11,9164,37
601,17/01/11,9164,20
602,17/01/11,9164,134
604,17/01/11,9164,66
605,17/01/11,9164,45
606,17/01/11,9164,164
607,17/01/11,9164,35
608,17/01/11,9164,18
609,17/01/11,9164,46
610,17/01/11,9164,73
611,17/01/11,9164,38
613,17/01/11,9164,16
614,17/01/11,9164,63
615,17/01/11,9164,5
616,17/01/11,9164,22
619,17/01/11,9178,21
623,17/01/11,9178,42
626,17/01/11,9178,7
627,17/01/11,9178,43
628,17/01/11,9178,60
631,17/01/11,9178,25
633,17/01/11,9190,59
634,17/01/11,9190,21
636,17/01/11,9190,20
637,17/01/11,9190,39
638,17/01/11,9190,77
639,17/01/11,9190,75
640,17/01/11,9190,22
641,17/01/11,9190,10
643,17/01/11,9190,133
644,17/01/11,9190,58
645,17/01/11,9190,89
646,17/01/11,9190,63
647,17/01/11,9190,60
650,17/01/11,9190,52
651,17/01/11,9190,51
652,17/01/11,9190,43
654,17/01/11,9190,34
655,17/01/11,9190,22
659,17/01/11,9221,61
661,17/01/11,9221,18
662,17/01/11,9221,22
663,17/01/11,9221,32
664,17/01/11,9221,42
666,17/01/11,9221,36
667,17/01/11,9221,33
668,17/01/11,9221,43
669,17/01/11,9221,24
670,17/01/11,9221,24
672,17/01/11,9221,14
673,17/01/11,9221,4
674,17/01/11,9221,119
675,17/01/11,9221,158
678,17/01/11,9250,237
679,17/01/11,9250,231
680,17/01/11,9250,29
683,17/01/11,9250,72
684,17/01/11,9250,44
685,17/01/11,9250,138
688,17/01/11,9250,78
689,17/01/11,9250,69
690,17/01/11,9250,51
691,17/01/11,9250,174
692,17/01/11,9250,19
693,17/01/11,9250,5
694,17/01/11,9250,37
695,17/01/11,9250,68
696,17/01/11,9250,33
698,17/01/11,9250,61
699,17/01/11,9250,70
701,17/01/11,9250,12
704,17/01/11,9273,79
705,17/01/11,9273,58
706,17/01/11,9273,20
709,17/01/11,9273,15
710,17/01/11,9273,26
711,17/01/11,9273,29
712,17/01/11,9273,40
713,17/01/11,9273,65
714,17/01/11,9273,19
715,17/01/11,9273,65
716,17/01/11,9273,23
717,17/01/11,9273,59
718,17/01/11,9273,19
719,17/01/11,9273,21
721,17/01/11,9273,42
722,17/01/11,9273,58
723,17/01/11,9273,22
724,17/01/11,9273,35
725,17/01/11,9273,23
727,17/01/11,9279,73
728,17/01/11,9279,108
729,17/01/11,9279,18
730,17/01/11,9279,21
731,17/01/11,9279,27
732,17/01/11,9279,29
733,17/01/11,9279,49
734,17/01/11,9279,59
735,17/01/11,9279,58
736,17/01/11,9279,58
737,17/01/11,9279,37
738,17/01/11,9279,23
739,17/01/11,9279,18
740,17/01/11,9279,20
741,17/01/11,9279,23
742,17/01/11,9279,43
743,17/01/11,9279,108
745,17/01/11,9279,34
746,17/01/11,9279,33
748,17/01/11,9279,7
749,17/01/11,9281,39
750,17/01/11,9281,69
752,17/01/11,9281,34
753,17/01/11,9281,54
754,17/01/11,9281,36
757,17/01/11,9281,46
758,17/01/11,9281,19
759,17/01/11,9281,56
762,17/01/11,9281,26
763,17/01/11,9281,29
767,17/01/11,9281,21
768,17/01/11,9281,13
769,17/01/11,9281,8
770,17/01/11,9281,13
771,17/01/11,9328,83
772,17/01/11,9328,120
773,17/01/11,9328,10
774,17/01/11,9328,26
775,17/01/11,9328,34
776,17/01/11,9328,84
777,17/01/11,9328,9
778,17/01/11,9328,7
779,17/01/11,9328,20
780,17/01/11,9328,67
781,17/01/11,9328,14
782,17/01/11,9328,30
784,17/01/11,9328,29
785,17/01/11,9328,19
786,17/01/11,9328,33
787,17/01/11,9328,73
790,17/01/11,9328,22
791,17/01/11,9328,15
793,17/01/11,9328,13
794,17/01/11,9371,89
795,17/01/11,9371,67
796,17/01/11,9371,51
798,17/01/11,9371,25
799,17/01/11,9371,30
800,17/01/11,9371,85
803,17/01/11,9371,70
804,17/01/11,9371,19
805,17/01/11,9371,28
806,17/01/11,9371,98
807,17/01/11,9371,26
808,17/01/11,9371,36
813,17/01/11,9442,70
814,17/01/11,9442,66
815,17/01/11,9442,21
816,17/01/11,9442,28
817,17/01/11,9442,78
820,17/01/11,9442,32
821,17/01/11,9442,44
822,17/01/11,9442,42
825,17/01/11,9442,35
826,17/01/11,9442,27
830,17/01/11,9442,12
831,17/01/11,9430,39
832,17/01/11,9430,43
833,17/01/11,9430,21
835,17/01/11,9430,47
836,17/01/11,9430,50
837,17/01/11,9430,80
838,17/01/11,9430,73
839,17/01/11,9430,48
840,17/01/11,9430,95
843,17/01/11,9430,25
844,17/01/11,9430,89
845,17/01/11,9430,49
847,17/01/11,9430,29
848,17/01/11,9430,40
849,17/01/11,9430,3
850,17/01/11,9430,25
853,17/01/11,9439,18
854,17/01/11,9439,91
855,17/01/11,9439,2
856,17/01/11,9439,33
861,17/01/11,9439,30
862,17/01/11,9439,9
864,17/01/11,9439,9
865,17/01/11,9439,27
866,17/01/11,9439,33
869,17/01/11,9425,52
870,17/01/11,9425,48
871,17/01/11,9425,8
873,17/01/11,9425,3
875,17/01/11,9425,40
876,17/01/11,9425,20
877,17/01/11,9425,42
878,17/01/11,9425,35
879,17/01/11,9425,26
880,17/01/11,9425,35
881,17/01/11,9425,26
882,17/01/11,9425,41
885,17/01/11,9425,22
887,17/01/11,9425,13
889,17/01/11,9432,26
890,17/01/11,9432,45
891,17/01/11,9432,16
892,17/01/11,9432,9
894,17/01/11,9432,22
895,17/01/11,9432,33
896,17/01/11,9432,54
897,17/01/11,9432,9
899,17/01/11,9432,35
900,17/01/11,9432,67
901,17/01/11,9432,34
902,17/01/11,9432,38
904,17/01/11,9432,11
905,17/01/11,9432,27
906,17/01/11,9432,34
907,17/01/11,9432,68
909,17/01/11,9432,32
910,17/01/11,9432,38
913,17/01/11,9436,27
918,17/01/11,9436,34
919,17/01/11,9436,45
920,17/01/11,9436,43
921,17/01/11,9436,77
922,17/01/11,9436,61
923,17/01/11,9436,40
924,17/01/11,9436,23
925,17/01/11,9436,39
926,17/01/11,9436,7
927,17/01/11,9436,38
931,17/01/11,9436,7
932,17/01/11,9456,30
933,17/01/11,9456,47
934,17/01/11,9456,26
935,17/01/11,9456,8
936,17/01/11,9456,9
937,17/01/11,9456,13
938,17/01/11,9456,17
939,17/01/11,9456,28
940,17/01/11,9456,62
941,17/01/11,9456,15
942,17/01/11,9456,28
943,17/01/11,9456,25
946,17/01/11,9456,54
947,17/01/11,9456,93
950,17/01/11,9456,38
952,17/01/11,9479,109
953,17/01/11,9479,139
956,17/01/11,9479,14
957,17/01/11,9479,31
958,17/01/11,9479,59
959,17/01/11,9479,8
960,17/01/11,9479,23
961,17/01/11,9479,19
962,17/01/11,9479,76
963,17/01/11,9479,25
964,17/01/11,9479,49
965,17/01/11,9479,33
966,17/01/11,9479,14
967,17/01/11,9479,35
968,17/01/11,9479,43
969,17/01/11,9479,86
971,17/01/11,9479,16
972,17/01/11,9479,16
973,17/01/11,9479,22
974,17/01/11,9481,104
975,17/01/11,9481,139
976,17/01/11,9481,26
978,17/01/11,9481,76
979,17/01/11,9481,88
980,17/01/11,9481,112
983,17/01/11,9481,62
984,17/01/11,9481,75
985,17/01/11,9481,83
986,17/01/11,9481,145
989,17/01/11,9481,48
990,17/01/11,9481,59
994,17/01/11,9481,50
998,17/01/11,9490,64
999,17/01/11,9490,63
1000,17/01/11,9490,32
1002,17/01/11,9490,17
1003,17/01/11,9490,25
1004,17/01/11,9490,40
1007,17/01/11,9490,46
1008,17/01/11,9490,9
1009,17/01/11,9490,54
1010,17/01/11,9490,36
1011,17/01/11,9490,38
1012,17/01/11,9490,33
1013,17/01/11,9490,19
1017,17/01/11,9490,23
1019,17/01/11,9498,15
1020,17/01/11,9498,38
1022,17/01/11,9498,6
1023,17/01/11,9498,37
1024,17/01/11,9498,70
1025,17/01/11,9498,29
1028,17/01/11,9498,87
1029,17/01/11,9498,28
1030,17/01/11,9498,37
1032,17/01/11,9498,12
1033,17/01/11,9498,75
1034,17/01/11,9498,132
1037,17/01/11,9498,22
1040,17/01/11,9532,24
1041,17/01/11,9532,302
1042,17/01/11,9532,36
1044,17/01/11,9532,25
1045,17/01/11,9532,56
1046,17/01/11,9532,54
1047,17/01/11,9532,45
1048,17/01/11,9532,49
1049,17/01/11,9532,46
1050,17/01/11,9532,66
1051,17/01/11,9532,34
1052,17/01/11,9532,63
1053,17/01/11,9532,41
1055,17/01/11,9532,28
1056,17/01/11,9532,34
1057,17/01/11,9532,121
1058,17/01/11,9532,19
1059,17/01/11,9532,43
1060,17/01/11,9532,37
1062,17/01/11,9578,65
1063,17/01/11,9578,61
1066,17/01/11,9578,29
1067,17/01/11,9578,27
1068,17/01/11,9578,37
1070,17/01/11,9578,34
1071,17/01/11,9578,27
1072,17/01/11,9578,96
1075,17/01/11,9578,33
1079,17/01/11,9578,30
1082,17/01/11,9672,88
1083,17/01/11,9672,80
1084,17/01/11,9672,21
1086,17/01/11,9672,21
1087,17/01/11,9672,50
1088,17/01/11,9672,100
1092,17/01/11,9672,28
1093,17/01/11,9672,39
1094,17/01/11,9672,129
1095,17/01/11,9672,49
1096,17/01/11,9672,61
1097,17/01/11,9672,109
1100,17/01/11,9672,38
1102,17/01/11,9611,228
1103,17/01/11,9611,170
1104,17/01/11,9611,38
1107,17/01/11,9611,43
1108,17/01/11,9611,60
1109,17/01/11,9611,69
1111,17/01/11,9611,79
1112,17/01/11,9611,89
1113,17/01/11,9611,107
1114,17/01/11,9611,40
1115,17/01/11,9611,29
1117,17/01/11,9611,73
1118,17/01/11,9611,81
1119,17/01/11,9611,69
1120,17/01/11,9611,24
1121,17/01/11,9611,41
1122,17/01/11,9611,45
1123,17/01/11,9611,16
1124,17/01/11,9611,23
1127,17/01/11,9613,303
1128,17/01/11,9613,300
1129,17/01/11,9613,61
1130,17/01/11,9613,7
1132,17/01/11,9613,90
1133,17/01/11,9613,100
1134,17/01/11,9613,202
1138,17/01/11,9613,91
1139,17/01/11,9613,77
1140,17/01/11,9613,184
1141,17/01/11,9613,19
1142,17/01/11,9613,14
1144,17/01/11,9613,92
1145,17/01/11,9613,44
1146,17/01/11,9613,57
1147,17/01/11,9613,16
1148,17/01/11,9613,42
1149,17/01/11,9613,66
1151,17/01/11,9613,20
1155,17/01/11,9632,33
1156,17/01/11,9632,26
1157,17/01/11,9632,16
1158,17/01/11,9632,14
1159,17/01/11,9632,10
1160,17/01/11,9632,34
1161,17/01/11,9632,24
1164,17/01/11,9632,77
1165,17/01/11,9632,14
1166,17/01/11,9632,25
1167,17/01/11,9632,10
1168,17/01/11,9632,27
1170,17/01/11,9632,148
1173,17/01/11,9632,25
1175,17/01/11,9680,34
1176,17/01/11,9680,26
1178,17/01/11,9680,13
1179,17/01/11,9680,19
1180,17/01/11,9680,21
1183,17/01/11,9680,44
1184,17/01/11,9680,29
1185,17/01/11,9680,21
1188,17/01/11,9680,11
1189,17/01/11,9680,44
1190,17/01/11,9680,83
1192,17/01/11,9680,15
1193,17/01/11,9680,17
1194,17/01/11,9700,9
1197,17/01/11,9700,4
1199,17/01/11,9700,23
1201,17/01/11,9700,48
1203,17/01/11,9700,41
1207,17/01/11,9713,113
1208,17/01/11,9713,143
1209,17/01/11,9713,27
1210,17/01/11,9713,33
1211,17/01/11,9713,38
1212,17/01/11,9713,91
1216,17/01/11,9713,61
1217,17/01/11,9713,44
1218,17/01/11,9713,97
1219,17/01/11,9713,15
1220,17/01/11,9713,5
1221,17/01/11,9713,82
1222,17/01/11,9713,61
1224,17/01/11,9713,10
1225,17/01/11,9713,27
1226,17/01/11,9713,48
1229,17/01/11,9731,50
1230,17/01/11,9731,22
1233,17/01/11,9731,30
1234,17/01/11,9731,38
1237,17/01/11,9731,58
1238,17/01/11,9731,31
1239,17/01/11,9731,68
1242,17/01/11,9731,31
1243,17/01/11,9731,28
1244,17/01/11,9731,37
1247,17/01/11,9731,50
1250,17/01/11,9745,138
1251,17/01/11,9745,139
1252,17/01/11,9745,22
1254,17/01/11,9745,46
1255,17/01/11,9745,38
1256,17/01/11,9745,128
1259,17/01/11,9745,62
1260,17/01/11,9745,35
1261,17/01/11,9745,192
1262,17/01/11,9745,14
1264,17/01/11,9745,46
1265,17/01/11,9745,65
1266,17/01/11,9745,43
1268,17/01/11,9745,20
1269,17/01/11,9745,80
1271,17/01/11,9745,16
1272,17/01/11,9770,41
1277,17/01/11,9770,19
1278,17/01/11,9770,50
1281,17/01/11,9770,22
1282,17/01/11,9770,47
1283,17/01/11,9770,19
1284,17/01/11,9770,30
1285,17/01/11,9770,13
1287,17/01/11,9770,16
1289,17/01/11,9770,89
1291,17/01/11,9770,31
1294,17/01/11,9789,45
1295,17/01/11,9789,55
1298,17/01/11,9789,7
1299,17/01/11,9789,27
1301,17/01/11,9789,72
1302,17/01/11,9789,31
1303,17/01/11,9789,34
1304,17/01/11,9789,36
1305,17/01/11,9789,22
1306,17/01/11,9789,22
1307,17/01/11,9789,27
1308,17/01/11,9789,59
1310,17/01/11,9789,8
1311,17/01/11,9789,18
1313,17/01/11,9789,18
1314,17/01/11,9813,22
1315,17/01/11,9813,29
1318,17/01/11,9813,17
1319,17/01/11,9813,28
1320,17/01/11,9813,22
1321,17/01/11,9813,30
1322,17/01/11,9813,27
1323,17/01/11,9813,33
1324,17/01/11,9813,37
1325,17/01/11,9813,53
1326,17/01/11,9813,42
1329,17/01/11,9813,4
1330,17/01/11,9813,52
1331,17/01/11,9813,143
1334,17/01/11,9823,181
1335,17/01/11,9823,159
1336,17/01/11,9823,68
1337,17/01/11,9823,11
1338,17/01/11,9823,19
1339,17/01/11,9823,83
1340,17/01/11,9823,99
1341,17/01/11,9823,148
1343,17/01/11,9823,34
1344,17/01/11,9823,76
1345,17/01/11,9823,168
1346,17/01/11,9823,162
1347,17/01/11,9823,307
1348,17/01/11,9823,44
1349,17/01/11,9823,22
1352,17/01/11,9823,92
1353,17/01/11,9823,107
1354,17/01/11,9823,55
1356,17/01/11,9823,54
1357,17/01/11,9823,79
1358,17/01/11,9823,19
1359,17/01/11,9823,31
1360,17/01/11,9823,29
1362,17/01/11,9837,48
1363,17/01/11,9837,67
1364,17/01/11,9837,13
1365,17/01/11,9837,30
1366,17/01/11,9837,41
1367,17/01/11,9837,91
1368,17/01/11,9837,136
1371,17/01/11,9837,42
1372,17/01/11,9837,41
1373,17/01/11,9837,135
1374,17/01/11,9837,53
1375,17/01/11,9837,36
1376,17/01/11,9837,83
1378,17/01/11,9837,85
1379,17/01/11,9837,38
1380,17/01/11,9809,89
1381,17/01/11,9809,135
1382,17/01/11,9809,29
1383,17/01/11,9809,24
1384,17/01/11,9809,36
1385,17/01/11,9809,53
1389,17/01/11,9809,51
1390,17/01/11,9809,48
1391,17/01/11,9809,109
1392,17/01/11,9809,77
1393,17/01/11,9809,77
1397,17/01/11,9809,36
1398,17/01/11,9809,4
1400,17/01/11,9845,239
1401,17/01/11,9845,268
1402,17/01/11,9845,74
1405,17/01/11,9845,77
1406,17/01/11,9845,101
1407,17/01/11,9845,154
1408,17/01/11,9845,81
1411,17/01/11,9845,108
1412,17/01/11,9845,100
1413,17/01/11,9845,282
1414,17/01/11,9845,36
1417,17/01/11,9845,65
1418,17/01/11,9845,133
1419,17/01/11,9845,114
1421,17/01/11,9845,39
1422,17/01/11,9845,102
1423,17/01/11,9845,13
1426,17/01/11,9872,113
1427,17/01/11,9872,126
1428,17/01/11,9872,62
1429,17/01/11,9872,18
1430,17/01/11,9872,24
1431,17/01/11,9872,23
1432,17/01/11,9872,12
1433,17/01/11,9872,16
1434,17/01/11,9872,15
1435,17/01/11,9872,98
1436,17/01/11,9872,34
1437,17/01/11,9872,49
1438,17/01/11,9872,68
1439,17/01/11,9872,45
1441,17/01/11,9872,48
1442,17/01/11,9872,61
1443,17/01/11,9872,129
1445,17/01/11,9872,21
1446,17/01/11,9872,30
1447,17/01/11,9872,11
1449,17/01/11,9876,11
1453,17/01/11,9876,32
1454,17/01/11,9876,19
1455,17/01/11,9876,36
1456,17/01/11,9876,19
1457,17/01/11,9876,48
1458,17/01/11,9876,4
1459,17/01/11,9876,35
1460,17/01/11,9876,12
1461,17/01/11,9876,14
1462,17/01/11,9876,57
1463,17/01/11,9876,157
1466,17/01/11,9876,42
1468,17/01/11,9879,61
1469,17/01/11,9879,79
1471,17/01/11,9879,23
1472,17/01/11,9879,37
1473,17/01/11,9879,22
1475,17/01/11,9879,33
1477,17/01/11,9879,34
1478,17/01/11,9879,21
1479,17/01/11,9879,27
1481,17/01/11,9879,12
1482,17/01/11,9879,15
1483,17/01/11,9879,63
1486,17/01/11,9880,82
1487,17/01/11,9880,112
1488,17/01/11,9880,46
1490,17/01/11,9880,22
1491,17/01/11,9880,51
1492,17/01/11,9880,56
